position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
Retail Solutions Consultant,Celect,0.0,other role,New York,NY,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Lead Data Engineer,ThoughtWorks,59.0,data engineer,New York,NY,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Revenue Management Analyst-Process Improvement,NYU Langone Health,705.0,data analyst,New York,NY,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True
"Citi Research – Research Product Analyst, AVP (NY)",Citi,14088.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Sr. Data Engineer,"J.Crew Group, Inc.",760.0,data engineer,New York,NY,True,True,False,True,True,False,True,True,True,False,True,False,False,False,False
"Chief Technology Officer - McKinsey Academy, New Ventures",McKinsey & Company,385.0,other role,New York,NY,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Data Science Lead, Editorial Lab",Dow Jones,164.0,data scientist,New York,NY,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False
Research Assistants,Kessler Foundation,7.0,other role,West Orange,NJ,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Bioanalytical Scientist,"Eurofins Lancaster Laboratories Professional Scientific Services, LLC",638.0,data scientist,Kenilworth,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Global Insights for Adjacencies,ZX Ventures,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sales Engineer, Machine Learning, Google Cloud",Google,2473.0,other role,New York,NY,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Analyst, Research Finance",Columbia University,749.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Managing Applications Consultant - Supply Chain Business / Functional Data Scientist,Capgemini,5718.0,data scientist,Jersey City,NJ,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True
Pathology Lab Accessioner,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Lead Researcher-BCG Turn Transformation/ BCG Henderson Institute,The Boston Consulting Group,198.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real Estate Research Analyst,StepStone Group LP,0.0,data analyst,New York,NY,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
Growth Hacker (AI Games),Correlation One,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Associate Director, Senior Data Scientist",S&P GLOBAL MARKET INTELLIGENCE,605.0,data scientist,New York,NY,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False
Quantitative Analyst,AllianceBernstein,61.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Associate Scientist,Certara,4.0,data scientist,Parsippany,NJ,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False
Exciting Senior Data Scientist at Successful Startup,Harnham,0.0,data scientist,New York,NY,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True
Research Study Specialist- Immunotherapy Core service,Memorial Sloan Kettering,703.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Business Analyst,Hudson River Trading,2.0,data analyst,New York,NY,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Assistant Research Technician – Cardiology,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
"Associate, Analytics",Xaxis,11.0,other role,New York,NY,True,True,False,False,True,True,True,False,False,True,False,False,False,True,False
"Global Lead, Ecommerce Strategy and Capabilities",ZX Ventures,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Environmental Scientist,Eagle SNG,0.0,data scientist,Parsippany,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Quantitative Analyst,RBC,2763.0,data analyst,New York,NY,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
"Head, Americas Machine Learning and AI Specialist Solutions Architecture",Amazon.com,25883.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True
Quantitative Researcher in Machine Learning,"Two Sigma Investments, LLC.",7.0,other role,New York,NY,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False
18009346 - Mgr/Sr. Mgr - Data Scientist - Customer Data Science,American Express,5653.0,data scientist,New York,NY,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True
Sr Research Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
"ANALYST, PROGRAM RESEARCH",A+E Networks,99.0,data analyst,New York,NY,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Assistant Director - Pharmacy Medication Safety,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Clinical Interviewer,Albert Einstein College of Medicine,143.0,other role,Bronx,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adtech Senior Data Scientist,Harnham,0.0,data scientist,New York,NY,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True
Assistant Vice President - Data Science Business Strategist,BNP Paribas,2166.0,data scientist,New York,NY,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True
Chief Economist,Redfin,44.0,other role,New York,NY,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recruiting Coordinator,Schireson,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Associate/Senior Associate, Data Scientist",KPMG,4491.0,data scientist,New York,NY,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True
Backend Developer,Fulcrum Analytics,0.0,other role,New York,NY,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
"GIR, Equity Research, Biotechnology, Analyst/Associate - New York",Goldman Sachs,1148.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Video Development Editor,Springer Nature,40.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Assistant Vice President, Analytics Translation",Guardian Life Insurance Company,410.0,other role,New York,NY,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
Population Health Operations Analyst,Oscar Insurance,19.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HR Analyst,Natural Resources Defense Council,13.0,data analyst,New York,NY,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Carpentry Supervisor,Albert Einstein College of Medicine,143.0,other role,Bronx,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Analyst,Wunderman,194.0,data analyst,New York,NY,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
Facility Budget Research Analyst,Bridges and Tunnels,0.0,data analyst,Manhattan,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
"Associate Director, Data & Analysis (Social Analytics)",DigitasLBi,151.0,other role,New York,NY,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Bioinformatician / Postdoctoral Fellow,Weill Cornell Medicine,456.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Quality Control Scientist II,Sanofi,2740.0,data scientist,Ridgefield,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Evaluation Specialist/Foodborne, Bureau of Communicable Diseases",DEPT OF HEALTH/MENTAL HYGIENE,8.0,other role,Queens,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Product Strategist,Xaxis,11.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lead Data Scientist,DigitasLBi,151.0,data scientist,New York,NY,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False
Data Scientist,Fluid Intelligence,9.0,data scientist,New York,NY,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
Senior Data Engineer,PulsePoint,8.0,data engineer,New York,NY,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Junior Recruiter,Jopwell,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Director,Milken Institute,0.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Lead Data Scientist,Betterment LLC,0.0,data scientist,New York,NY,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False
"Senior Associate, Customer Analytics",KPMG,4491.0,other role,New York,NY,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False
Data Scientist,IQ Workforce,0.0,data scientist,New York,NY,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
Quantitative Analyst,Acuris,2.0,data analyst,New York,NY,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False
Residency/Fellowship Program Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
Statistical Analyst,Wunderman,194.0,data analyst,Harrison,NY,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True
"Applied Research Scientist, Computer Vision",Facebook,366.0,data scientist,New York,NY,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False
Sales Development Representative,Dataiku,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Big Data Architect,Thasos Group,0.0,other role,New York,NY,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
"Director, NLP Data Scientist",KPMG,4491.0,data scientist,New York,NY,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True
"Senior Data Scientist, Healthcare",Harnham,0.0,data scientist,New York,NY,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True
Entry-Level Environmental Engineer,GZA,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Senior Data Analyst,Newsela,8.0,data analyst,New York,NY,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True
MSAT Scientist,"Hitachi Chemical Advanced Therapeutics Solutions, LLC (formerly PCT Cell Therapy Services, LLC)",0.0,data scientist,Allendale,NJ,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Software Engineer, Machine Learning",Dataminr,3.0,software engineer,New York,NY,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Mgr-Security,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Data Visualization Product Manager,Bank of America,21942.0,other role,New York,NY,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Clin Doc Improvement Qual Analy,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
Research Analyst,King.com,0.0,data analyst,New York,NY,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
"AI Engineer - Machine Learning - New York, US",BenevolentAI,0.0,other role,New York,NY,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
UX Researcher V,ADP,3973.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Research Analyst,Altice USA,1341.0,data analyst,New York,NY,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
Machine Learning Data Scientist,"Open Systems Technologies, Inc.",36.0,data scientist,New York,NY,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False
Quantitative Asset Modeler,TIAA,645.0,other role,New York,NY,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
Analyst - Team IBM Media,GroupM,92.0,data analyst,New York,NY,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Executive Assistant to Chair,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
Research Assistant (Multiple Positions),Montclair State University,254.0,other role,Montclair,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lead Data Scientist - Aerospace,Harnham,0.0,data scientist,New York,NY,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Machine Learning Engineer,NYP/Weill Cornell Medical Center,1107.0,other role,New York,NY,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False
Business Intelligence Research Analyst,Group One Trading,5.0,data analyst,New York,NY,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
Tech Editor,Group SJR,3.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Planning Associate,Mindshare,92.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Snr Presales Consultant (FAS),SSC,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
"Research Analyst, Proposals",Sotheby’s,5.0,data analyst,New York,NY,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
"Senior Data Scientist, Senior Associate",New York Life Insurance Co,1677.0,data scientist,New York,NY,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True
Trading Data Scientist,"Open Systems Technologies, Inc.",36.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Secretary II- Langone Orthopedic Center,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sub,IQVIA,106.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Data Visualization Software Engineer,KPMG,4491.0,software engineer,New York,NY,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
"Quantitative Research Lead, Quantitative Strategies Group",Hap Capital,0.0,other role,New York,NY,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False
Client Technical Consultant,Panaseer,0.0,other role,New York,NY,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False
"Research Associate, Process Sciences and Discovery (New York)",BlueRock Therapeutics,0.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Data Science Associate Director - Advanced Analytics,Merkle Inc.,133.0,data scientist,New York,NY,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False
Data Scientist,ROKT,0.0,data scientist,New York,NY,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False
Senior Data Scientist,AXIS Insurance,22.0,data scientist,New York,NY,True,True,True,False,True,False,False,False,True,False,True,False,True,True,True
Research Analyst,TripleLift,0.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Data Analyst Co-Response Unit, Office of the Executive Deputy Commissioner",DEPT OF HEALTH/MENTAL HYGIENE,8.0,data analyst,New York,NY,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True
"Machine Learning Engineer, Adtech",Harnham,0.0,other role,New York,NY,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True
Senior Machine Learning Scientist,Foursquare,7.0,data scientist,New York,NY,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True
Administrative Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
Data Scientist,Solomon Page,57.0,data scientist,New York,NY,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True
Clin Doc Compliance Specialist (CCS - Inpatienct Coding Experience),NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
Staff Geologist,American Environmental Assessment,2.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
"Data Scientist - Senior Consultant - New York, NY",Clarity Insights,7.0,data scientist,New York,NY,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False
Equity Research Analyst - Healthcare,FBR & Co.,0.0,data analyst,New York,NY,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True
Senior Data Scientist,TRANZACT,26.0,data scientist,Fort Lee,NJ,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True
Data Analyst,Bowery Farming,8.0,data analyst,New York,NY,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
Medical Secretary,NYU Langone Health,705.0,other role,New York,NY,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
"Analyst - Blockchain, Strategic Advisory Group",Wachsman,0.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
"Assistant Editor, Mathematics",Springer Nature,40.0,other role,New York,NY,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Data & Pipeline Project Leader, Simons Observatory",Simons Foundation,4.0,other role,New York,NY,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Data Governance Manager, Bureau of Epidemiology Services",DEPT OF HEALTH/MENTAL HYGIENE,8.0,other role,Queens,NY,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Senior Research Staff Assistant,Columbia University,749.0,other role,New York,NY,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Head of Enterprise Data Architecture,Marsh & McLennan Companies,537.0,other role,New York,NY,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True
"Program Planner , Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Care & Treatment",DEPT OF HEALTH/MENTAL HYGIENE,8.0,other role,Queens,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Biostatistician II,Hospital for Special Surgery,0.0,other role,New York,NY,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
"Director, Senior Lead Data Scientist",S&P Global Ratings,605.0,data scientist,New York,NY,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False
Pre Transplant Kidney Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Programmatic Specialist,Xaxis,11.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sr. Data Engineer,Amazon.com,25883.0,data engineer,New York,NY,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
Senior Software Engineer - Data Visualization,Gro Intelligence,0.0,software engineer,New York,NY,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Environmental Health and Safety Specialist I,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Data Scientist,Eclaro,15.0,data scientist,New York,NY,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True
Quantitative Fixed Income Risk Analyst,OppenheimerFunds,40.0,data analyst,New York,NY,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Principal Machine Learning Data Scientist - Cloud Platform,Capital One,6318.0,data scientist,New York,NY,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True
Gift Processing Coordinator (Nonprofit),Children's Tumor Foundation,3.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Teaching Assistant,GA Instructor,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior Data Scientist - Healthcare Analytics & Delivery, New Ventures",McKinsey & Company,385.0,data scientist,New York,NY,False,True,True,False,False,False,True,False,True,True,True,False,True,False,False
Research Analyst,1199SEIU Family of Funds,133.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
GIS Analyst,DEPARTMENT OF SANITATION,98.0,data analyst,New York,NY,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Color Scientist,Sun Chemical Corporation,45.0,data scientist,Carlstadt,NJ,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
Scheduling Optimization Engineer,New Classrooms,5.0,other role,New York,NY,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
Scientist I - Orangeburg NY,Instrumentation Laboratory,47.0,data scientist,Orangeburg,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DATA ARCHITECT,Businesses UNITED TECHNOLOGIES CORP. HEADQUARTERS,831.0,other role,New York,NY,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Operations Research Analyst,Excellent Business Consultants,0.0,data analyst,New York,NY,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
ASSOCIATE SCIENTIST - Microscopy Core and Advanced Bioimaging Center,Mount Sinai,1029.0,data scientist,New York,NY,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
"Senior Associate, Data Scientist (NLP/AI)",KPMG,4491.0,data scientist,New York,NY,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
Clinical Research Coordinator,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Machine Learning Specialist Solutions Architect,Amazon.com,25883.0,other role,New York,NY,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
Executive Director- Machine Learning & Big Data,JP Morgan Chase,20319.0,other role,Jersey City,NJ,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Data Scientist (PhD) Data Curation,Analytic Recruiting,2.0,data scientist,New York,NY,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
Senior AI Scientist,Paige.ai,0.0,data scientist,New York,NY,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False
Quantitative Finance Analyst,Bank of America,21942.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Innovation Scientist - Skin Biology,Sensient Technologies Corporation,29.0,data scientist,South Plainfield,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Senior Scientist,Population Council,23.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Research Scientist- Domestic,GUTTMACHER,0.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior-Inventive Scientist- Next Gen 5G,AT&T,30064.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Equity Research Analyst (Industrials),Cognizant,10123.0,data analyst,New York,NY,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
"Research Position (Various Levels), Neuroscience",Simons Foundation,4.0,other role,New York,NY,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Statistical Programmer/Data Manager - General Medicine,Columbia University,749.0,data analyst,New York,NY,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
Environmental Scientist,"Hampton-Clarke, Inc",3.0,data scientist,Fairfield,NJ,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Senior Data Scientist - Predictive Analytics - Time series,NTT DATA Services,1516.0,data scientist,Parsippany,NJ,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
"Senior Analyst, Data & Analysis (Social Analytics)",DigitasLBi,151.0,data analyst,New York,NY,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Staff Associate,Columbia University,749.0,other role,Palisades,NY,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
Bioinformatics Specialist,Albert Einstein College of Medicine,143.0,other role,Bronx,NY,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Research Analyst,Dotdash,0.0,data analyst,New York,NY,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Policy Research Analyst,The University of Chicago,368.0,data analyst,New York,NY,True,True,False,False,False,False,False,False,True,False,True,False,True,True,True
Quantitative Research Analyst,Insight Health Analytics,0.0,data analyst,Jersey City,NJ,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True
"Data Scientist - Healthcare Analytics & Delivery, Advanced Analytics",McKinsey & Company,385.0,data scientist,New York,NY,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False
"Lead Data Scientist, Technology - New York, NY or Rockville, MD",Finra,75.0,data scientist,New York,NY,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True
Animal Research Technician I,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Associate Director, Lead Data Scientist",S&P Global,605.0,data scientist,New York,NY,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False
CCB - Risk-Fraud Data Scientist/Modeler-ML-Pipeline,JP Morgan Chase,20319.0,data scientist,New York,NY,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True
QUALITY IMPROVEMENT RESEARCH ANALYST - SURGERY,Mount Sinai,1029.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Custom Index Analyst, Quantitative Modeling",S&P DOW JONES INDICES,605.0,data analyst,New York,NY,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
"Research Position (Various Levels), Numerical Algorithms",Simons Foundation,4.0,other role,New York,NY,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False
Director of Data Analytics,DEPT OF PARKS & RECREATION,7.0,other role,Manhattan,NY,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
DATA ENGINEER,Businesses UNITED TECHNOLOGIES CORP. HEADQUARTERS,831.0,data engineer,New York,NY,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
VP of Engineering - NYC,Tremor,0.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior Associate, Data Scientist",KPMG,4491.0,data scientist,New York,NY,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True
Financial Services Associate (Inpatient),NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Options Trading Analyst,Hudson River Trading,2.0,data analyst,New York,NY,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Operations System Hacker,Via,12.0,other role,New York,NY,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Certifying Scientist,Ridgewood Diagnostic Laboratory,0.0,data scientist,Hackensack,NJ,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
International Research Analyst,Brown Brothers Harriman,165.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leveraged Loan Research Analyst,AXA General Insurance,723.0,data analyst,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Principal Data Scientist (Media),Averity,0.0,data scientist,New York,NY,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
Junior Production Coordinator,BuzzFeed,30.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Junior Copywriter,Marina Maher Communications,8.0,other role,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Env Health & Safety Assistant,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Manager - Data Scientist,ADP,3973.0,data scientist,Roseland,NJ,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False
"VP, Data Science",Prudential,2010.0,data scientist,Newark,NJ,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False
Machine Learning Data Scientist-Equity Investment Research,Analytic Recruiting,2.0,data scientist,New York,NY,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False
Data Scientist-Research Analyst,Analytic Recruiting,2.0,data scientist,New York,NY,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Env Health & Safety Spec I,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
Data Scientist / Senior Strategic Analyst (Communications & Marketing),Memorial Sloan Kettering,703.0,data scientist,New York,NY,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True
FGP Sec II-Intake/Sched-Radiology,NYU Langone Health,705.0,other role,New York,NY,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Media Research Analyst,Spark Foundry,9.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Analyst, Quantitative Research",Kelton Global,0.0,data analyst,New York,NY,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Research Analyst Intern - Blockchain,Fresh Digital Group,5.0,data analyst,New York,NY,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Policy and Research Analyst Interns - Strategic Policy Unit (3 vacancies),United Nations Development Programme (UNDP),337.0,data analyst,New York,NY,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
Assistant Research Coordinator-Interventionist,Weill Cornell Medicine,456.0,other role,New York,NY,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Statistical Analyst/Data Manager - General Medicine,Columbia University,749.0,data analyst,New York,NY,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
