position,company,reviews,clean_position,city,state,python,statistics,mathematics,java,sql,excel,modeling,c++,r,visualization,ml,ai,has_phd,has_bachelor,has_master
"Various Professional, Technical, Administrative and Scientific positions supporting a Public Health Client",Alaka`ina Foundation Family of Companies,0.0,other role,Atlanta,GA,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True
"Senior Engineer II, Packaging Research",The Coca-Cola Company,7236.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pediatrics – Dir. Pediatric Clinical and Translational Research,Emory University,550.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Avionics System Designer - ELSYS,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Business Development Manager (Southeast Region),Catapult Sports,0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Senior Research Analyst and Team Lead - HR Insights - Bersin,Deloitte,6869.0,data analyst,Atlanta,GA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Landscape Architect (Graduate),Jacobs,2380.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Implementation Engineer (Machine Learning/Data Analytics),"eHire, LLC",0.0,other role,Atlanta,GA,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False
Senior Sales Account Executive,Clear Story Data,0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Post-Doctoral Fellowship Training Program in Cancer Epidemiology, Prevention and Survivorship",AMERICAN CANCER SOCIETY,959.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Senior Software Researcher - CIPHER,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True
Configuration Management/Quality Assurance Manager -ATAS,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Practice Technology Regional BIM Manager (East Region),"HKS, Inc.",0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Windows Programmer / Software Engineer- ELSYS,Georgia Tech Research Institute,496.0,software engineer,Atlanta,GA,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Cyber Security Systems Engineer,ICF,392.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Technical Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,8380.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist,Matrix Resources,58.0,data scientist,Atlanta,GA,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False
Senior FPGA Hardware Researcher - CIPHER,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True
Environmental Project Engineer - CCR/Fly Ash NPDES,Stantec,460.0,other role,Atlanta,GA,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
Technical Lead Data Engineer/Architect,Beacon Hill Technologies,184.0,data engineer,Atlanta,GA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
"Post-Doctoral Fellow- Medical Imaging, Machine Learning and CT Physics",Emory University,550.0,other role,Atlanta,GA,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
Avionics System Designer (Advanced Degree) - ELSYS,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Branch Head for FPGA Hardware Research and Development - CIPHER,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True
Sr. Staff Enterprise Application Engineer,General Electric,292.0,other role,Atlanta,GA,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True
Commercial Construction Market Leader – Global Facilities,Burns & McDonnell,152.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Senior Firmware Engineer - ELSYS,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Senior Staff-National Tax office,Crowe,176.0,other role,Atlanta,GA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Senior Analyst - Marketing Research,GEORGIA-PACIFIC,1947.0,data analyst,Atlanta,GA,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"Sr. Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,8380.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Senior Web Developer,Perficient,44.0,other role,Atlanta,GA,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Senior Software Engineer,Feedzai,0.0,software engineer,Atlanta,GA,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True
Sr Staff Software Engineer,General Electric,292.0,software engineer,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
Data Scientist,"Elavon, Inc.",233.0,data scientist,Atlanta,GA,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
"Senior Analyst - GC Insights, New Ventures",McKinsey & Company,385.0,data analyst,Atlanta,GA,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Assistant Architect,Burns & McDonnell,152.0,other role,Atlanta,GA,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Senior Market Research Analyst,Pearson,1600.0,data analyst,Atlanta,GA,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Advanced Analytics Consultant - Machine Learning,Slalom Consulting,48.0,other role,Atlanta,GA,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Data Scientist,Cardinal Solutions,2.0,data scientist,Atlanta,GA,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False
Research Epidemiologist,Piedmont Healthcare,0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Data Scientist,Operation HOPE,44.0,data scientist,Atlanta,GA,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True
Advanced Data Scientist,Honeywell,6121.0,data scientist,Atlanta,GA,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True
Data Scientist,The Coca-Cola Company,7236.0,data scientist,Atlanta,GA,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True
Jr. Data Scientist,Jvion,0.0,data scientist,Atlanta,GA,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
Account Executive - Healthcare Sales (Atlanta),"ChartSpan Medical Technologies, Inc.",0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Account Executive - Atlanta,Dataiku,0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Data Scientist III,Honeywell,6121.0,data scientist,Atlanta,GA,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False
Data Scientist,U.S. Bank,5416.0,data scientist,Atlanta,GA,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Data Scientist,Catalina Marketing,78.0,data scientist,Atlanta,GA,True,True,True,False,False,False,False,True,False,False,True,False,False,True,True
Research Analyst,"Happy Faces Personnel Group, Inc.",0.0,data analyst,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Product Manager (Flexible Location),BrightBytes,0.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Science Solutions Lead(Data Engineer)-PS10274,"Anthem, Inc.",3182.0,data scientist,Atlanta,GA,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True
Account Executive - Atlanta,"Alteryx, Inc.",5.0,other role,Atlanta,GA,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
Clinical Research Coordinator/Nurse,General Dynamics Information Technology,5915.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Computer Network Defense (CND) Analyst,ICF,392.0,data analyst,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Computer Operator/Support Engineer,Oversight Systems,6.0,other role,Atlanta,GA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
"Sr. Manager , Data Science Forecasting",Newell Brands,912.0,data scientist,Atlanta,GA,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Operations Research Analyst (contractor role),Norfolk Southern Corp,722.0,data analyst,Atlanta,GA,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False
Director of Monitoring and Evaluation,United Way,1365.0,other role,Atlanta,GA,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Post Doctoral Fellow Biochemistry,Emory University,550.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SR DATA ANALYST SUPPLY CHAIN,The Home Depot,38844.0,data analyst,Atlanta,GA,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False
Chronic Disease Portfolio Lead,ICF,392.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Compensation and HRIS Analyst,Scientific Research Corporation,90.0,data analyst,Atlanta,GA,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Sr Quantitative Finance Analyst,Bank of America,21954.0,data analyst,Atlanta,GA,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
"Director, Customer Analytics","Carters, Inc",1178.0,other role,Atlanta,GA,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
Information Systems Security Officer - RSD,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Data Science - Senior Manager - Atlanta,Capgemini,5720.0,data scientist,Atlanta,GA,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True
Account Executive - Healthcare Sales,ChartSpan,11.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Front End Engineer,Loyal,10.0,other role,Atlanta,GA,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sr. Market Research Analyst,SKIM,0.0,data analyst,Atlanta,GA,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True
Software Engineer - 6943,The Goal Inc.,0.0,software engineer,Atlanta,GA,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
"Professional Development Manager - McKinsey Academy, New Ventures",McKinsey & Company,385.0,other role,Atlanta,GA,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Software Researcher - CIPHER,Georgia Tech Research Institute,496.0,other role,Atlanta,GA,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True
Systems Software Engineer,Emory University,550.0,software engineer,Atlanta,GA,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True
Digital Marketing Consultant - Automotive Retail - Atlanta,CDK Global,230.0,other role,Atlanta,GA,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
